אוקראינה,22
בולגריה,2
בסרביה,1
גליציה,6
גרמניה,7
הונגריה,5
ישראל,20
לטביה,3
סרביה,2
עיראק,2
פולין,27
קנדה,1
רומניה,2
רוסיה,22
רוסיה הלבנה ,6
תימן,3
