אוזבקיסטן,1
אוקראינה,3
איראן,1
אלג`יריה,1
אנגליה,1
אתיופיה,2
ברית המועצות,9
גרוזיה,1
גרמניה,2
דנמרק,1
ישראל,87
מרוקו,8
סוריה,2
עיראק,3
פולין,1
צ`כוסלובקיה,1
רומניה,6
רוסיה,3
תוניסיה,1
