אוסטריה,1
אוקראינה,2
איראן,2
אנגליה,1
אפריקה,1
ארצות הברית,1
ברית המועצות,1
גליציה,1
גרמניה,8
הונגריה,2
ישראל,64
לוב,1
ליטא,4
מרוקו,8
סוריה,1
סרביה,1
עיראק,5
פולין,21
רומניה,3
רוסיה,4
רוסיה הלבנה ,1
תימן,1
