אוסטריה,1
אוקראינה,17
איראן,1
אפריקה,1
גליציה,7
גרמניה,7
הונגריה,4
טורקיה,1
ישראל,24
לוב,1
לטביה,1
מצרים,1
מרוקו,1
סרביה,1
עיראק,2
פולין,30
רומניה,1
רוסיה,18
רוסיה הלבנה ,5
תימן,2
