אוסטריה,1
אוקראינה,17
איראן,1
אפריקה,1
בולגריה,1
גליציה,8
גרמניה,7
הונגריה,4
טורקיה,1
יוון,1
ישראל,24
לוב,1
לטביה,1
ליטא,1
מרוקו,1
סרביה,1
עיראק,2
פולין,30
רומניה,2
רוסיה,20
רוסיה הלבנה ,5
תוניסיה,1
תימן,3
