אוסטריה,2
אוקראינה,22
בולגריה,2
ברית המועצות,1
גליציה,8
גרמניה,9
הונגריה,3
ישראל,21
לוב,1
לטביה,3
מצרים,1
סוריה,1
סרביה,1
עיראק,1
פולין,30
קנדה,1
רומניה,1
רוסיה,20
רוסיה הלבנה ,6
תימן,2
