אוסטריה,1
אוקראינה,1
איראן,2
אירלנד,1
אנגליה,1
אפריקה,1
ארצות הברית,1
בולגריה,2
גרמניה,3
הונגריה,1
ישראל,61
לוב,2
ליטא,4
מרוקו,11
עיראק,5
פולין,20
רומניה,3
רוסיה,4
רוסיה הלבנה ,1
תוניסיה,1
תימן,2
