אוזבקיסטן,2
אוקראינה,2
איראן,1
אלג`יריה,1
אנגליה,1
אתיופיה,2
בלגיה,1
ברית המועצות,11
גרוזיה,1
גרמניה,2
ישראל,95
מרוקו,8
סוריה,1
עיראק,2
רומניה,1
רוסיה,2
תוניסיה,1
