אוסטריה,2
איראן,1
אפגניסטן,1
אפריקה,1
ארצות הברית,1
בולגריה,1
גרמניה,2
ישראל,76
ליטא,3
מרוקו,11
עיראק,7
פולין,11
רומניה,3
רוסיה,2
תימן,3
