אוסטריה,1
אוקראינה,4
איראן,1
אפריקה,1
ארצות הברית,2
ברית המועצות,2
גליציה,3
גרמניה,5
הונגריה,3
ישראל,50
לוב,1
לטביה,1
ליטא,3
מקסיקו,1
מרוקו,5
סוריה,1
סרביה,1
עיראק,6
פולין,29
רומניה,3
רוסיה,8
רוסיה הלבנה ,2
תוניסיה,1
תימן,1
