אוקראינה,3
איראן,1
אפגניסטן,1
אתיופיה,1
בולגריה,1
ברית המועצות,2
גרמניה,2
הודו,1
ישראל,84
מרוקו,14
עיראק,6
פולין,4
רומניה,3
רוסיה,2
תוניסיה,2
תימן,1
