אוזבקיסטן,1
אוסטריה,1
אוקראינה,4
ברית המועצות,5
גרמניה,2
דנמרק,1
הודו,1
יוגוסלביה,1
ישראל,100
מרוקו,11
עיראק,3
פולין,1
רומניה,4
רוסיה,2
תוניסיה,1
