אוקראינה,2
ארגנטינה,2
ארצות הברית,2
אתיופיה,3
ברית המועצות,6
גרמניה,2
ישראל,118
מולדובה,1
מרוקו,8
רומניה,1
רוסיה,2
תוניסיה,1
