אוזבקיסטן,1
אוקראינה,1
איראן,1
ארצות הברית,1
אתיופיה,2
ברית המועצות,7
גרוזיה,1
גרמניה,2
טורקיה,1
ישראל,96
מרוקו,8
סוריה,1
עיראק,1
רומניה,1
רוסיה,3
תוניסיה,1
